block,organism_name,latitude,longitude,h_pos_err,planting_date,CBI_genotype,CBI_block,Row,Column
Clatskanie,BESC-108_C108-CL-B2_39_3,46.121614,-123.269681,1.466174,,BESC-108,2,39,3
Clatskanie,BESC-108_C108-CL-B2_70_34,46.120758,-123.27093899999998,1.09864,,BESC-108,2,70,34
Clatskanie,BESC-109_C109-CL-B1_31_28,46.120971999999995,-123.269419,1.1910399999999999,,BESC-109,1,31,28
Clatskanie,BESC-109_C109-CL-B2_65_28,46.12095,-123.270725,1.3548280000000001,,BESC-109,2,65,28
Clatskanie,BESC-109_C109-CL-B3_87_8,46.121494,-123.27156399999998,0.922692,,BESC-109,3,87,8
Clatskanie,BESC-10_C10-CL-B1_7_22,46.121153,-123.26845300000001,0.864017,,BESC-10,1,7,22
Clatskanie,BESC-10_C10-CL-B2_50_31,46.120858,-123.27016699999999,1.049496,,BESC-10,2,50,31
Clatskanie,BESC-10_C10-CL-B3_77_34,46.120778,-123.271203,0.868698,,BESC-10,3,77,34
Clatskanie,BESC-110_C110-CL-B1_3_31,46.120889,-123.26831399999999,0.8926370000000001,,BESC-110,1,3,31
Clatskanie,BESC-110_C110-CL-B2_65_25,46.121036,-123.270719,1.228302,,BESC-110,2,65,25
Clatskanie,BESC-110_C110-CL-B3_91_33,46.120792,-123.27175,1.2630219999999999,,BESC-110,3,91,33
Clatskanie,BESC-111_C111-CL-B1_8_16,46.121286,-123.26848899999999,1.460034,,BESC-111,1,8,16
Clatskanie,BESC-111_C111-CL-B2_62_12,46.121375,-123.270597,1.315374,,BESC-111,2,62,12
Clatskanie,BESC-111_C111-CL-B3_92_21,46.1211,-123.27178300000001,0.702915,,BESC-111,3,92,21
Clatskanie,BESC-112_C112-CL-B1_34_21,46.121136,-123.269517,1.249968,,BESC-112,1,34,21
Clatskanie,BESC-112_C112-CL-B2_71_12,46.121371999999994,-123.270936,1.042314,,BESC-112,2,71,12
Clatskanie,BESC-112_C112-CL-B3_79_3,46.121594,-123.271231,1.07369,,BESC-112,3,79,3
Clatskanie,BESC-113_C113-CL-B1_27_14,46.121369,-123.269222,1.232753,,BESC-113,1,27,14
Clatskanie,BESC-113_C113-CL-B2_42_4,46.121586,-123.269806,0.941005,,BESC-113,2,42,4
Clatskanie,BESC-113_C113-CL-B3_72_9,46.121425,-123.270981,0.87951,,BESC-113,3,72,9
Clatskanie,BESC-114_C114-CL-B1_22_30,46.120889,-123.26905,0.940332,,BESC-114,1,22,30
Clatskanie,BESC-114_C114-CL-B2_67_25,46.121014,-123.270808,1.044702,,BESC-114,2,67,25
Clatskanie,BESC-114_C114-CL-B3_99_18,46.121203,-123.27206899999999,0.611204,,BESC-114,3,99,18
Clatskanie,BESC-115_C115-CL-B1_34_30,46.120892,-123.26952800000001,1.349787,,BESC-115,1,34,30
Clatskanie,BESC-115_C115-CL-B2_37_18,46.121244,-123.26963899999998,1.77095,,BESC-115,2,37,18
Clatskanie,BESC-115_C115-CL-B3_78_20,46.121125,-123.271225,0.47942700000000005,,BESC-115,3,78,20
Clatskanie,BESC-116_C116-CL-B1_3_19,46.121233000000004,-123.268294,1.0166620000000002,,BESC-116,1,3,19
Clatskanie,BESC-116_C116-CL-B2_53_10,46.121444,-123.270228,0.985923,,BESC-116,2,53,10
Clatskanie,BESC-116_C116-CL-B3_90_23,46.121031,-123.27170600000001,1.130582,,BESC-116,3,90,23
Clatskanie,BESC-117_C117-CL-B1_34_11,46.121406,-123.2695,0.658411,,BESC-117,1,34,11
Clatskanie,BESC-117_C117-CL-B2_42_5,46.121561,-123.269811,0.7566510000000001,,BESC-117,2,42,5
Clatskanie,BESC-117_C117-CL-B3_105_7,46.121491999999996,-123.272272,1.2581280000000001,,BESC-117,3,105,7
Clatskanie,BESC-118_C118-CL-B1_24_25,46.121021999999996,-123.269131,0.951893,,BESC-118,1,24,25
Clatskanie,BESC-118_C118-CL-B2_53_24,46.121058000000005,-123.27026699999999,0.9285100000000001,,BESC-118,2,53,24
Clatskanie,BESC-118_C118-CL-B3_90_28,46.120897,-123.27171399999999,0.583374,,BESC-118,3,90,28
Clatskanie,BESC-119_C119-CL-B1_9_4,46.121625,-123.268506,1.1194,,BESC-119,1,9,4
Clatskanie,BESC-119_C119-CL-B2_50_15,46.121289000000004,-123.270147,1.869127,,BESC-119,2,50,15
Clatskanie,BESC-119_C119-CL-B3_92_35,46.120719,-123.2718,0.815341,,BESC-119,3,92,35
Clatskanie,BESC-11_C11-CL-B1_15_21,46.121167,-123.268772,1.412132,,BESC-11,1,15,21
Clatskanie,BESC-11_C11-CL-B2_58_28,46.120936,-123.270478,1.36287,,BESC-11,2,58,28
Clatskanie,BESC-11_C11-CL-B3_97_10,46.121414,-123.271975,0.8547399999999999,,BESC-11,3,97,10
Clatskanie,BESC-120_C120-CL-B1_24_19,46.121183,-123.269117,1.21969,,BESC-120,1,24,19
Clatskanie,BESC-120_C120-CL-B2_56_21,46.121108,-123.270375,2.3863950000000003,,BESC-120,2,56,21
Clatskanie,BESC-120_C120-CL-B3_85_28,46.12095,-123.271514,2.488444,,BESC-120,3,85,28
Clatskanie,BESC-121_C121-CL-B1_12_30,46.1209,-123.268672,0.9998,,BESC-121,1,12,30
Clatskanie,BESC-121_C121-CL-B2_54_10,46.121419,-123.270278,1.328258,,BESC-121,2,54,10
Clatskanie,BESC-121_C121-CL-B3_102_5,46.121522,-123.272175,0.8980799999999999,,BESC-121,3,102,5
Clatskanie,BESC-122_C122-CL-B1_7_31,46.120911,-123.26848100000001,1.567204,,BESC-122,1,7,31
Clatskanie,BESC-122_C122-CL-B2_54_11,46.121392,-123.270283,1.312806,,BESC-122,2,54,11
Clatskanie,BESC-122_C122-CL-B3_89_21,46.121133,-123.271653,0.98372,,BESC-122,3,89,21
Clatskanie,BESC-123_C123-CL-B1_26_27,46.120964,-123.26920600000001,1.44979,,BESC-123,1,26,27
Clatskanie,BESC-123_C123-CL-B2_52_27,46.120961,-123.270242,1.271555,,BESC-123,2,52,27
Clatskanie,BESC-123_C123-CL-B3_93_30,46.120878000000005,-123.271856,0.750267,,BESC-123,3,93,30
Clatskanie,BESC-124_C124-CL-B1_31_27,46.120994,-123.26941699999999,1.4326,,BESC-124,1,31,27
Clatskanie,BESC-124_C124-CL-B2_68_19,46.121158,-123.270844,0.845993,,BESC-124,2,68,19
Clatskanie,BESC-124_C124-CL-B3_77_14,46.121328000000005,-123.271178,1.4743,,BESC-124,3,77,14
Clatskanie,BESC-125_C125-CL-B1_27_20,46.121203,-123.26925,1.363407,,BESC-125,1,27,20
Clatskanie,BESC-125_C125-CL-B2_50_21,46.121122,-123.270156,1.493225,,BESC-125,2,50,21
Clatskanie,BESC-125_C125-CL-B3_86_27,46.120931,-123.271556,0.7917810000000001,,BESC-125,3,86,27
Clatskanie,BESC-126_C126-CL-B1_15_14,46.121361,-123.268775,1.56441,,BESC-126,1,15,14
Clatskanie,BESC-126_C126-CL-B2_47_33,46.120822,-123.270028,1.052602,,BESC-126,2,47,33
Clatskanie,BESC-126_C126-CL-B3_100_7,46.121475,-123.27209199999999,0.8608879999999999,,BESC-126,3,100,7
Clatskanie,BESC-127_C127-CL-B1_20_27,46.120971999999995,-123.268956,1.7406400000000002,,BESC-127,1,20,27
Clatskanie,BESC-127_C127-CL-B2_48_13,46.121344,-123.270072,0.877107,,BESC-127,2,48,13
Clatskanie,BESC-127_C127-CL-B3_94_26,46.120964,-123.2719,0.553046,,BESC-127,3,94,26
Clatskanie,BESC-128_C128-CL-B1_23_28,46.120983,-123.26909199999999,1.059382,,BESC-128,1,23,28
Clatskanie,BESC-128_C128-CL-B2_59_3,46.121635999999995,-123.27048300000001,1.287292,,BESC-128,2,59,3
Clatskanie,BESC-128_C128-CL-B3_102_24,46.121003,-123.272208,1.658252,,BESC-128,3,102,24
Clatskanie,BESC-129_C129-CL-B1_30_29,46.120919,-123.269383,0.953941,,BESC-129,1,30,29
Clatskanie,BESC-129_C129-CL-B2_53_25,46.121033000000004,-123.27026699999999,0.923889,,BESC-129,2,53,25
Clatskanie,BESC-129_C129-CL-B3_97_11,46.121386,-123.271978,0.617312,,BESC-129,3,97,11
Clatskanie,BESC-12_C12-CL-B1_20_8,46.121489000000004,-123.26891699999999,0.8715790000000001,,BESC-12,1,20,8
Clatskanie,BESC-12_C12-CL-B2_64_30,46.120855999999996,-123.27070800000001,1.565024,,BESC-12,2,64,30
Clatskanie,BESC-12_C12-CL-B3_85_11,46.121414,-123.271478,0.863771,,BESC-12,3,85,11
Clatskanie,BESC-13-CL1_35_33,46.120845,-123.269575,,4/1/09,BESC-13-CL1,1,35,33
Clatskanie,BESC-13-CL2_39_29,46.120936,-123.269747,,4/1/09,BESC-13-CL2,2,39,29
Clatskanie,BESC-13-CL3_85_26,46.120985,-123.271523,,4/1/09,BESC-13-CL3,3,85,26
Clatskanie,BESC-130_C130-CL-B1_32_6,46.121519,-123.26941699999999,0.757921,,BESC-130,1,32,6
Clatskanie,BESC-130_C130-CL-B2_36_32,46.120841999999996,-123.26961399999999,1.2999129999999999,,BESC-130,2,36,32
Clatskanie,BESC-130_C130-CL-B3_82_8,46.121458000000004,-123.271344,1.6336979999999999,,BESC-130,3,82,8
Clatskanie,BESC-131_C131-CL-B1_6_20,46.121186,-123.268422,1.4342139999999999,,BESC-131,1,6,20
Clatskanie,BESC-131_C131-CL-B2_57_31,46.120867,-123.270444,0.894186,,BESC-131,2,57,31
Clatskanie,BESC-131_C131-CL-B3_102_32,46.120785999999995,-123.27221100000001,0.553066,,BESC-131,3,102,32
Clatskanie,BESC-132_C132-CL-B1_7_14,46.121378,-123.26844399999999,1.100099,,BESC-132,1,7,14
Clatskanie,BESC-132_C132-CL-B2_59_12,46.121371999999994,-123.270472,1.121537,,BESC-132,2,59,12
Clatskanie,BESC-132_C132-CL-B3_96_34,46.120739,-123.27197199999999,0.607662,,BESC-132,3,96,34
Clatskanie,BESC-133-CL1_28_16,46.121307,-123.269236,,4/1/09,BESC-133-CL1,1,28,16
Clatskanie,BESC-133-CL2_62_7,46.121519,-123.27058899999999,,4/1/09,BESC-133-CL2,2,62,7
Clatskanie,BESC-133-CL3_93_10,46.121446999999996,-123.2718,,4/1/09,BESC-133-CL3,3,93,10
Clatskanie,BESC-133_C133-CL-B1_28_16,46.121269,-123.269267,1.286098,,BESC-133,1,28,16
Clatskanie,BESC-133_C133-CL-B2_62_7,46.121514000000005,-123.270581,0.984215,,BESC-133,2,62,7
Clatskanie,BESC-133_C133-CL-B3_93_10,46.121417,-123.271817,0.516512,,BESC-133,3,93,10
Clatskanie,BESC-134_C134-CL-B1_28_10,46.121428,-123.269256,0.883956,,BESC-134,1,28,10
Clatskanie,BESC-134_C134-CL-B2_65_16,46.121286,-123.2707,1.326892,,BESC-134,2,65,16
Clatskanie,BESC-134_C134-CL-B3_97_15,46.121281,-123.271978,0.842427,,BESC-134,3,97,15
Clatskanie,BESC-135_C135-CL-B1_33_14,46.121342,-123.26946699999999,1.399242,,BESC-135,1,33,14
Clatskanie,BESC-135_C135-CL-B2_65_32,46.120833000000005,-123.27073899999999,0.737722,,BESC-135,2,65,32
Clatskanie,BESC-135_C135-CL-B3_103_31,46.120839000000004,-123.272256,0.787133,,BESC-135,3,103,31
Clatskanie,BESC-136_C136-CL-B1_5_14,46.121367,-123.26835600000001,0.953732,,BESC-136,1,5,14
Clatskanie,BESC-136_C136-CL-B2_63_16,46.121269,-123.27063600000001,1.341856,,BESC-136,2,63,16
Clatskanie,BESC-136_C136-CL-B3_85_30,46.120892,-123.271519,1.2377479999999998,,BESC-136,3,85,30
Clatskanie,BESC-137_C137-CL-B1_13_5,46.121603,-123.26866899999999,1.5154299999999998,,BESC-137,1,13,5
Clatskanie,BESC-137_C137-CL-B2_49_33,46.120822,-123.270128,1.6589060000000002,,BESC-137,2,49,33
Clatskanie,BESC-137_C137-CL-B3_99_35,46.120733,-123.272097,0.96545,,BESC-137,3,99,35
Clatskanie,BESC-138_C138-CL-B1_35_18,46.12125,-123.269547,1.72488,,BESC-138,1,35,18
Clatskanie,BESC-138_C138-CL-B2_70_5,46.121531,-123.270881,0.686761,,BESC-138,2,70,5
Clatskanie,BESC-138_C138-CL-B3_74_32,46.120810999999996,-123.2711,0.976183,,BESC-138,3,74,32
Clatskanie,BESC-139_C139-CL-B1_22_17,46.121244,-123.26903899999999,1.2448700000000001,,BESC-139,1,22,17
Clatskanie,BESC-139_C139-CL-B2_66_13,46.121311,-123.27073600000001,0.904328,,BESC-139,2,66,13
Clatskanie,BESC-139_C139-CL-B3_85_27,46.120981,-123.271511,1.16384,,BESC-139,3,85,27
Clatskanie,BESC-13_C13-CL-B1_35_33,46.120844,-123.269572,1.86517,,BESC-13,1,35,33
Clatskanie,BESC-13_C13-CL-B2_39_29,46.120933,-123.269728,1.834226,,BESC-13,2,39,29
Clatskanie,BESC-13_C13-CL-B3_85_26,46.121008,-123.27150800000001,1.084794,,BESC-13,3,85,26
Clatskanie,BESC-140_C140-CL-B1_24_21,46.121136,-123.269131,1.119294,,BESC-140,1,24,21
Clatskanie,BESC-140_C140-CL-B2_55_13,46.121356,-123.270319,1.1562219999999999,,BESC-140,2,55,13
Clatskanie,BESC-140_C140-CL-B3_103_10,46.121403,-123.272222,1.18095,,BESC-140,3,103,10
Clatskanie,BESC-141_C141-CL-B1_18_33,46.120825,-123.26890300000001,0.895386,,BESC-141,1,18,33
Clatskanie,BESC-141_C141-CL-B2_41_6,46.121564,-123.269769,0.812934,,BESC-141,2,41,6
Clatskanie,BESC-141_C141-CL-B3_76_11,46.121369,-123.27111699999999,1.0464129999999998,,BESC-141,3,76,11
Clatskanie,BESC-142_C142-CL-B1_10_19,46.121210999999995,-123.268561,1.280572,,BESC-142,1,10,19
Clatskanie,BESC-142_C142-CL-B2_54_14,46.121306,-123.27028899999999,1.008948,,BESC-142,2,54,14
Clatskanie,BESC-142_C142-CL-B3_72_28,46.120903000000006,-123.271,0.690498,,BESC-142,3,72,28
Clatskanie,BESC-143_C143-CL-B1_9_18,46.121261,-123.26852199999999,1.152582,,BESC-143,1,9,18
Clatskanie,BESC-143_C143-CL-B2_51_16,46.121275,-123.27018100000001,1.08699,,BESC-143,2,51,16
Clatskanie,BESC-143_C143-CL-B3_98_31,46.120825,-123.272056,1.148366,,BESC-143,3,98,31
Clatskanie,BESC-144_C144-CL-B1_14_27,46.120971999999995,-123.26873300000001,0.454599,,BESC-144,1,14,27
Clatskanie,BESC-144_C144-CL-B2_51_29,46.120936,-123.27019399999999,0.761911,,BESC-144,2,51,29
Clatskanie,BESC-144_C144-CL-B3_101_4,46.121564,-123.272117,0.591595,,BESC-144,3,101,4
Clatskanie,BESC-145_C145-CL-B1_12_6,46.121542,-123.268644,1.41177,,BESC-145,1,12,6
Clatskanie,BESC-145_C145-CL-B2_65_33,46.120803,-123.270744,0.987041,,BESC-145,2,65,33
Clatskanie,BESC-145_C145-CL-B3_89_19,46.121189,-123.271639,1.14487,,BESC-145,3,89,19
Clatskanie,BESC-146_C146-CL-B1_13_26,46.121028,-123.26869199999999,1.6098649999999999,,BESC-146,1,13,26
Clatskanie,BESC-146_C146-CL-B2_46_33,46.120814,-123.27000600000001,1.628196,,BESC-146,2,46,33
Clatskanie,BESC-146_C146-CL-B3_79_14,46.121328000000005,-123.27126399999999,1.260129,,BESC-146,3,79,14
Clatskanie,BESC-147_C147-CL-B1_24_11,46.121408,-123.269108,1.160817,,BESC-147,1,24,11
Clatskanie,BESC-147_C147-CL-B2_36_34,46.120794000000004,-123.26961899999999,1.12009,,BESC-147,2,36,34
Clatskanie,BESC-147_C147-CL-B3_79_18,46.121214,-123.27126399999999,0.822781,,BESC-147,3,79,18
Clatskanie,BESC-148_C148-CL-B1_11_25,46.121061,-123.268628,1.027835,,BESC-148,1,11,25
Clatskanie,BESC-148_C148-CL-B2_62_35,46.120736,-123.27060300000001,0.745067,,BESC-148,2,62,35
Clatskanie,BESC-148_C148-CL-B3_76_23,46.121039,-123.27113899999999,0.7308140000000001,,BESC-148,3,76,23
Clatskanie,BESC-149_C149-CL-B1_7_3,46.121646999999996,-123.26840800000001,0.966224,,BESC-149,1,7,3
Clatskanie,BESC-149_C149-CL-B2_48_27,46.120961,-123.270081,0.9658459999999999,,BESC-149,2,48,27
Clatskanie,BESC-149_C149-CL-B3_100_18,46.121167,-123.27211100000001,1.015676,,BESC-149,3,100,18
Clatskanie,BESC-14_C14-CL-B1_30_9,46.121456,-123.26935300000001,0.6108560000000001,,BESC-14,1,30,9
Clatskanie,BESC-14_C14-CL-B2_66_3,46.121614,-123.270728,1.2293379999999998,,BESC-14,2,66,3
Clatskanie,BESC-14_C14-CL-B3_71_33,46.120789,-123.270972,1.31037,,BESC-14,3,71,33
Clatskanie,BESC-150_C150-CL-B1_5_12,46.121428,-123.268353,0.773586,,BESC-150,1,5,12
Clatskanie,BESC-150_C150-CL-B2_50_12,46.121369,-123.27014199999999,1.8894229999999999,,BESC-150,2,50,12
Clatskanie,BESC-150_C150-CL-B3_97_8,46.121464,-123.271978,0.6656880000000001,,BESC-150,3,97,8
Clatskanie,BESC-151_C151-CL-B1_20_19,46.121189,-123.268928,1.148213,,BESC-151,1,20,19
Clatskanie,BESC-151_C151-CL-B2_70_10,46.121406,-123.270894,0.6473409999999999,,BESC-151,2,70,10
Clatskanie,BESC-151_C151-CL-B3_104_30,46.120841999999996,-123.27228899999999,0.612993,,BESC-151,3,104,30
Clatskanie,BESC-152_C152-CL-B1_34_19,46.121192,-123.269517,2.44745,,BESC-152,1,34,19
Clatskanie,BESC-152_C152-CL-B2_48_23,46.121072,-123.270078,1.523045,,BESC-152,2,48,23
Clatskanie,BESC-152_C152-CL-B3_102_22,46.121058000000005,-123.272203,1.117587,,BESC-152,3,102,22
Clatskanie,BESC-153_C153-CL-B1_20_35,46.120778,-123.26897199999999,1.337343,,BESC-153,1,20,35
Clatskanie,BESC-153_C153-CL-B2_49_22,46.121133,-123.27010800000001,0.886713,,BESC-153,2,49,22
Clatskanie,BESC-153_C153-CL-B3_82_19,46.121147,-123.271386,0.8370219999999999,,BESC-153,3,82,19
Clatskanie,BESC-154_C154-CL-B1_24_20,46.121158,-123.26911899999999,1.114217,,BESC-154,1,24,20
Clatskanie,BESC-154_C154-CL-B2_58_18,46.121183,-123.27044699999999,1.960245,,BESC-154,2,58,18
Clatskanie,BESC-154_C154-CL-B3_83_34,46.120775,-123.27143899999999,1.0119989999999999,,BESC-154,3,83,34
Clatskanie,BESC-155_C155-CL-B1_9_25,46.121078000000004,-123.26853899999999,1.198027,,BESC-155,1,9,25
Clatskanie,BESC-155_C155-CL-B2_43_12,46.121414,-123.26985,1.363578,,BESC-155,2,43,12
Clatskanie,BESC-155_C155-CL-B3_87_25,46.121039,-123.271594,0.794081,,BESC-155,3,87,25
Clatskanie,BESC-156_C156-CL-B1_27_26,46.121028,-123.269253,1.445078,,BESC-156,1,27,26
Clatskanie,BESC-156_C156-CL-B2_49_4,46.121611,-123.270075,1.0398120000000002,,BESC-156,2,49,4
Clatskanie,BESC-156_C156-CL-B3_96_5,46.121525,-123.271933,0.5619569999999999,,BESC-156,3,96,5
Clatskanie,BESC-157_C157-CL-B1_14_14,46.121325,-123.268722,1.520616,,BESC-157,1,14,14
Clatskanie,BESC-157_C157-CL-B2_59_4,46.121583,-123.270467,1.4722879999999998,,BESC-157,2,59,4
Clatskanie,BESC-157_C157-CL-B3_84_33,46.120775,-123.271475,0.751862,,BESC-157,3,84,33
Clatskanie,BESC-158_C158-CL-B1_9_7,46.121547,-123.26850800000001,1.4601899999999999,,BESC-158,1,9,7
Clatskanie,BESC-158_C158-CL-B2_58_3,46.121603,-123.27044199999999,1.194034,,BESC-158,2,58,3
Clatskanie,BESC-158_C158-CL-B3_98_35,46.120719,-123.272058,1.021922,,BESC-158,3,98,35
Clatskanie,BESC-159_C159-CL-B1_15_19,46.121217,-123.26876899999999,1.758627,,BESC-159,1,15,19
Clatskanie,BESC-159_C159-CL-B2_52_21,46.121125,-123.270228,1.003227,,BESC-159,2,52,21
Clatskanie,BESC-159_C159-CL-B3_87_32,46.120825,-123.271594,1.291205,,BESC-159,3,87,32
Clatskanie,BESC-15_C15-CL-B1_4_22,46.121131,-123.26835600000001,1.364336,,BESC-15,1,4,22
Clatskanie,BESC-15_C15-CL-B2_40_13,46.121339,-123.26973899999999,0.7935,,BESC-15,2,40,13
Clatskanie,BESC-15_C15-CL-B3_87_26,46.121010999999996,-123.271592,0.6215470000000001,,BESC-15,3,87,26
Clatskanie,BESC-160_C160-CL-B1_30_35,46.120781,-123.269372,1.077175,,BESC-160,1,30,35
Clatskanie,BESC-160_C160-CL-B2_58_24,46.121044,-123.270472,1.335968,,BESC-160,2,58,24
Clatskanie,BESC-160_C160-CL-B3_75_21,46.121142,-123.271106,0.8875200000000001,,BESC-160,3,75,21
Clatskanie,BESC-161_C161-CL-B1_12_29,46.120931,-123.268667,1.14773,,BESC-161,1,12,29
Clatskanie,BESC-161_C161-CL-B2_45_14,46.121353000000006,-123.269953,1.6388,,BESC-161,2,45,14
Clatskanie,BESC-161_C161-CL-B3_99_10,46.121414,-123.272058,0.8391049999999999,,BESC-161,3,99,10
Clatskanie,BESC-162_C162-CL-B1_32_8,46.121472,-123.269428,1.297205,,BESC-162,1,32,8
Clatskanie,BESC-162_C162-CL-B2_42_18,46.121192,-123.26983600000001,1.180056,,BESC-162,2,42,18
Clatskanie,BESC-162_C162-CL-B3_104_25,46.120986,-123.272267,0.585869,,BESC-162,3,104,25
Clatskanie,BESC-163_C163-CL-B1_23_21,46.121171999999994,-123.269072,1.69977,,BESC-163,1,23,21
Clatskanie,BESC-163_C163-CL-B2_39_13,46.121371999999994,-123.269697,1.206444,,BESC-163,2,39,13
Clatskanie,BESC-163_C163-CL-B3_84_4,46.121564,-123.27143899999999,1.012373,,BESC-163,3,84,4
Clatskanie,BESC-164_C164-CL-B1_9_5,46.1216,-123.26850800000001,1.070227,,BESC-164,1,9,5
Clatskanie,BESC-164_C164-CL-B2_57_11,46.121417,-123.270425,1.261973,,BESC-164,2,57,11
Clatskanie,BESC-164_C164-CL-B3_87_19,46.121203,-123.271578,1.215576,,BESC-164,3,87,19
Clatskanie,BESC-165_C165-CL-B1_22_35,46.120775,-123.269056,1.048567,,BESC-165,1,22,35
Clatskanie,BESC-165_C165-CL-B2_50_6,46.121536,-123.270133,1.454058,,BESC-165,2,50,6
Clatskanie,BESC-165_C165-CL-B3_75_17,46.12125,-123.27109399999999,1.105235,,BESC-165,3,75,17
Clatskanie,BESC-166_C166-CL-B1_6_21,46.121156,-123.268422,2.77333,,BESC-166,1,6,21
Clatskanie,BESC-166_C166-CL-B2_53_26,46.121006,-123.270269,1.7014240000000003,,BESC-166,2,53,26
Clatskanie,BESC-166_C166-CL-B3_95_22,46.121092,-123.27191100000002,0.580587,,BESC-166,3,95,22
Clatskanie,BESC-167_C167-CL-B1_25_11,46.121431,-123.26914199999999,1.2636049999999999,,BESC-167,1,25,11
Clatskanie,BESC-167_C167-CL-B2_57_35,46.120753,-123.27045600000001,1.298016,,BESC-167,2,57,35
Clatskanie,BESC-167_C167-CL-B3_99_14,46.121311,-123.27206399999999,1.0692469999999998,,BESC-167,3,99,14
Clatskanie,BESC-168_C168-CL-B1_8_6,46.121558,-123.268475,0.97315,,BESC-168,1,8,6
Clatskanie,BESC-168_C168-CL-B2_37_27,46.120994,-123.269628,1.42329,,BESC-168,2,37,27
Clatskanie,BESC-168_C168-CL-B3_85_32,46.120833000000005,-123.27152199999999,1.381032,,BESC-168,3,85,32
Clatskanie,BESC-169_C169-CL-B1_4_27,46.120975,-123.268367,0.796656,,BESC-169,1,4,27
Clatskanie,BESC-169_C169-CL-B2_58_29,46.120917,-123.270478,0.9613379999999999,,BESC-169,2,58,29
Clatskanie,BESC-169_C169-CL-B3_79_7,46.121506,-123.27124199999999,0.8162659999999999,,BESC-169,3,79,7
Clatskanie,BESC-16_C16-CL-B1_5_31,46.120889,-123.2684,0.703184,,BESC-16,1,5,31
Clatskanie,BESC-16_C16-CL-B2_49_29,46.120936,-123.270128,2.77394,,BESC-16,2,49,29
Clatskanie,BESC-16_C16-CL-B3_93_31,46.120844,-123.271856,0.913898,,BESC-16,3,93,31
Clatskanie,BESC-170_C170-CL-B1_16_18,46.121214,-123.268803,1.2170020000000001,,BESC-170,1,16,18
Clatskanie,BESC-170_C170-CL-B2_54_13,46.121333,-123.270283,0.90895,,BESC-170,2,54,13
Clatskanie,BESC-170_C170-CL-B3_91_6,46.121525,-123.27170600000001,0.641938,,BESC-170,3,91,6
Clatskanie,BESC-171_C171-CL-B1_28_22,46.121111,-123.26929399999999,1.1139379999999999,,BESC-171,1,28,22
